artist,artist_id,popularity,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Amon Amarth,3pulcT2wt7FEG10lQlqDJL,42,Jomsviking,First Kill,7wVdKwd0CZkzLT2cRcTSqz,0.428,0.947,7,-5.068,1,0.0466,0.59,0.147,0.12,94.5,261400,4
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,11,No Need To Argue,Zombie,2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.00483,0.366,0.304,166.973,306427,4
Green Day,7oPftvlwr6VrsViSDV7fJY,75,Dookie,When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,1,0.034,0.0,0.231,0.814,97.546,178000,4
Queen,1dfeR4HaWDbWqFHLkxsg1d,70,Hot Space (Deluxe Remastered Version),Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.0,0.104,0.466,113.809,248440,4
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,75,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Starman - 2012 Remaster,0pQskrTITgmCMyr85tb9qq,0.486,0.449,5,-10.298,1,0.0267,2.23e-06,0.54,0.549,100.456,254293,4
Green Day,7oPftvlwr6VrsViSDV7fJY,76,Nimrod,Good Riddance (Time of Your Life),6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.432,7,-7.844,1,0.0302,0.0,0.161,0.648,94.605,153467,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,American Beauty/American Psycho,Uma Thurman,34Jeq8ktRzyOW1uw40InVy,0.624,0.953,4,-2.602,0,0.104,0.000128,0.657,0.729,149.992,211573,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,From Under The Cork Tree,Sophomore Slump Or Comeback Of The Year,0sho23xQOcWA3xskyWhvw1,0.572,0.907,11,-3.387,1,0.0497,0.0,0.231,0.557,133.021,203760,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,From Under The Cork Tree,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),6gDyd8NXhfA8V0DxCTzrNl,0.638,0.834,4,-4.764,0,0.0449,0.0,0.561,0.496,126.044,207653,3
The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,29,The All American Rejects,"Swing, Swing",0qwCl8IsviFwXsbxrXbjCE,0.551,0.725,7,-5.924,1,0.0317,0.0711,0.041,0.273,127.943,233267,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,Centuries,Centuries,3r0NMcEl7lxAHkSlDk8b7U,0.339,0.861,4,-3.141,0,0.0841,0.0,0.111,0.416,176.047,231813,4
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,65,Pronounced' Leh-'Nerd 'Skin-'Nerd,Tuesday's Gone,64sn7wgJfeQKY3Jisnl59w,0.232,0.615,9,-8.636,1,0.0295,5.68e-06,0.0601,0.41,146.488,450227,3
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,48,Save Rock And Roll,Save Rock And Roll,0XJDfLHO7C6b0GpjeB5mpu,0.557,0.777,9,-6.286,1,0.0636,4.29e-05,0.1,0.449,144.968,281080,4
KISS,07XSN3sPlIlB2L2XNcTwJw,76,Dressed To Kill,Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,1,-5.906,1,0.0998,0.0,0.0539,0.902,144.774,168840,4
KISS,07XSN3sPlIlB2L2XNcTwJw,67,Animalize,Heaven's On Fire,1brpdmqkx3kSxyqzqXfW7J,0.679,0.866,0,-6.053,1,0.0635,3.1e-05,0.312,0.785,124.324,201400,4
KISS,07XSN3sPlIlB2L2XNcTwJw,63,Crazy Nights,Crazy Crazy Nights,3YSfGJNDtF8KrHlwCAaVns,0.591,0.87,7,-6.381,1,0.0652,0.0,0.718,0.747,121.682,227600,4
Slipknot,05fG473iIaoy82BF1aGhL8,79,Vol. 3: The Subliminal Verses,Duality,61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0,0.168,0.000294,0.204,0.194,143.772,252613,4
Slipknot,05fG473iIaoy82BF1aGhL8,65,All Hope Is Gone,Psychosocial,2MvIMgtWyK88OiPi0J8Dg3,0.576,0.989,2,-1.909,1,0.112,0.0032,0.0243,0.352,135.093,283400,4
Simple Minds,6hN9F0iuULZYWXppob22Aj,1,Celebrate (Greatest Hits),Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,11,-7.976,0,0.0313,0.0852,0.0931,0.918,133.019,263973,4
The Outfield,1zxDewzd2j1ZdSBGaYcr0y,71,Super Hits,Your Love,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,1.16e-06,0.0631,0.582,129.607,221840,4
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,2,Secret Dreams And Forbidden Fire,"Holding Out for a Hero - From ""Footloose"" Soundtrack",7L2eFj0KFJDmHTPMUL4ZxR,0.612,0.675,9,-15.995,0,0.0398,1e-05,0.0471,0.883,150.058,348333,4
Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz,62,Tubthumper,Tubthumping,5YScXJKtefsgdskIy60N7A,0.263,0.871,2,-7.496,1,0.131,0.0,0.363,0.622,206.68,278960,4
Good Charlotte,5aYyPjAsLj7UzANzdupwnS,61,Good Charlotte,Little Things,6vFD3c1WI1zuKoyk22dMw3,0.686,0.84,1,-5.142,1,0.159,5.38e-06,0.164,0.704,105.0,203027,4
Metallica,2ye2Wgw4gimLv2eAKyk1NB,0,Ride The Lightning (Deluxe / Remastered),Fight Fire With Fire - Remastered,2tfJfHUDg7w1FuiIoXuDVw,0.283,0.988,0,-7.017,1,0.111,0.728,0.0712,0.133,90.791,284507,4
Deep Purple,568ZhdwyaiCyOGJRtNYhWf,0,Perfect Strangers,Perfect Strangers,521gC8oqqmUknLZpodHOh9,0.521,0.721,2,-7.699,1,0.0254,0.0113,0.391,0.611,97.578,328427,4
Megadeth,1Yox196W7bzVNZI7RBaPnf,60,"So Far, So Good...So What! (2004 Remaster)",In My Darkest Hour - Remastered,5LO0sJCkNMZYLYeGOvblLu,0.322,0.978,9,-5.446,1,0.131,0.266,0.136,0.271,112.878,386600,4
Forbidden,5MhPZVXE28sD9rXE3GU1uN,32,Forbidden Evil,Chalice of Blood,2NnbfST2iUUUQ0ZJJWtcY0,0.27,0.997,7,-4.404,1,0.219,0.000481,0.1,0.0397,140.574,272853,4
Stratovarius,1O8CSXsPwEqxcoBE360PPO,50,Best Of (Remastered),Black Diamond - Remastered 2016,6v3UX3KGvhYwphqipOO84l,0.391,0.991,1,-5.934,0,0.0759,0.0687,0.0803,0.236,149.863,341000,4
Slayer,1IQ2e1buppatiN1bxUVkrk,0,Reign In Blood (Expanded),Raining Blood,4Yx9Tw9dTgQ8eGCq3PRDyn,0.301,0.995,1,-4.394,0,0.159,0.295,0.125,0.0374,88.15,255187,4
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,54,Blue Oyster Cult,Cities On Flame with Rock and Roll,0M7oqERflkrJVHD3IAZqxo,0.337,0.886,4,-8.607,1,0.098,0.00156,0.204,0.648,177.713,242640,4
Testament,28hJdGN1Awf7u3ifk2lVkg,49,The Legacy,Over the Wall,5xXeIlEiWIA8xnPa8BkJyj,0.213,0.686,0,-15.09,1,0.0661,0.0701,0.0972,0.304,102.582,246067,4
Journey,0rvjqX7ttXeg3mTy8Xscbt,48,The Essential Journey,Wheel in the Sky,6DXv7vJPrDRxo3Lnh4bacS,0.483,0.764,2,-7.039,0,0.06,2.42e-06,0.126,0.399,105.694,252640,4
Green Day,7oPftvlwr6VrsViSDV7fJY,74,21st Century Breakdown,21 Guns,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5,-4.939,1,0.0355,0.0,0.626,0.416,159.779,321093,4
Simple Plan,2p4FqHnazRucYQHyDCdBrJ,0,"No Pads, No Helmets...Just Balls",Addicted,38z6jaLE0F13dxv28n3wlq,0.522,0.751,1,-5.46,1,0.0435,2.22e-06,0.158,0.605,139.51,232067,3
Nirvana,6olE6TJLqED3rqDCT0FyPh,78,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.0329,0.0853,0.382,203.006,281160,4
Nickelback,6deZN1bslXzeGvOLaLMOIF,79,Silver Side Up,How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10,-5.042,1,0.033,0.0,0.099,0.543,172.094,223840,4
We The Kings,3ao3jf5d70Tf4fPh2bnXVl,0,We The Kings,"Check Yes, Juliet",5Vac8co5QPblcdlWbHSFsE,0.349,0.919,7,-4.124,1,0.0838,0.0,0.26,0.294,166.916,218627,4
Mountain,7LCp4MN0SOIVWlssid9KyE,70,Climbing!,Mississippi Queen,4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,9,-8.346,1,0.0777,0.0,0.0411,0.637,139.714,151293,4
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,81,Second Helping (Expanded Edition),Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.000331,0.0863,0.886,97.798,283800,4
Alannah Myles,6IYnSXO40Bh7Zdqhf6rQoj,71,Alannah Myles,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,1,0.0312,9.04e-05,0.106,0.469,91.147,287440,4
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,77,Collide With The Sky,King For A Day,1IT0WQk5J8NsaeII8ktdlZ,0.403,0.965,6,-2.238,1,0.0964,0.000276,0.341,0.431,112.363,236293,4
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,71,The Drug In Me Is You,The Drug In Me Is You,1mB7dCUM7sPyNab6R43nlj,0.548,0.855,3,-3.266,1,0.151,0.0,0.127,0.644,145.133,218787,4
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,68,The Drug In Me Is You,I'm Not A Vampire,7l0Lr7Tl4Gt8hQj4v3rwtf,0.235,0.965,2,-2.882,0,0.28,0.0,0.0448,0.322,185.278,231840,4
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,56,Fashionably Late (Deluxe Edition),It's Over When It's Over,3Wn52FjoUJClQOXwKePPp3,0.561,0.984,2,-2.626,0,0.0636,0.0,0.176,0.584,146.036,233967,4
Hawthorne Heights,126FigDBtqwS2YsOYMTPQe,22,Push Me Away,Push Me Away,7HnVdutArvNtWcOQ7RwU9v,0.463,0.94,10,-4.474,0,0.0841,0.00743,0.149,0.344,159.983,173399,4
Get Scared,5r9uIJCoquVtEkCkvcn8Ez,48,Best Kind Of Mess,Sarcasm,03zRY58mcXQvvwu9Iyy4a4,0.387,0.929,7,-4.825,0,0.161,7.22e-06,0.314,0.591,180.359,198080,4
Get Scared,5r9uIJCoquVtEkCkvcn8Ez,34,"Built For Blame, Laced With Shame",Keep Myself Alive,6bzgDw3ywnsScqlmn4q4l8,0.572,0.858,6,-4.339,0,0.0643,0.0,0.108,0.546,120.947,216510,4
Get Scared,5r9uIJCoquVtEkCkvcn8Ez,47,"Built For Blame, Laced With Shame",Don't You Dare Forget The Sun,07B2bEU1AzIRVmdpYgE2aJ,0.276,0.814,9,-5.048,0,0.0998,0.0,0.107,0.472,144.793,193584,4
Get Scared,5r9uIJCoquVtEkCkvcn8Ez,54,Everyone's Out To Get Me,My Nightmare,0bCi4ZzIbVJsHxD9CSzIzB,0.236,0.853,0,-5.428,1,0.13,3.39e-06,0.0524,0.213,171.632,234080,4
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,72,Three Days Grace,I Hate Everything About You,0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.0,0.139,0.453,89.342,231480,4
Ratt,3tufWJzpCiAGleBt5TkmTn,56,Invasion of Privacy,You're in Love,3D3lmTEhuWaunO1yxpYPD8,0.567,0.867,7,-11.541,1,0.0484,0.088,0.112,0.535,146.008,194107,4
W.A.S.P.,3BVkDHWRvLJEyKdvhLbjsq,61,W.A.S.P.,I Wanna Be Somebody,6w8dBm5KlXxWejYrbGS1EJ,0.285,0.825,1,-7.049,0,0.0466,0.0,0.268,0.516,164.611,223533,4
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,0,Dr. Feelgood 20th Anniversary (Expanded Version),Dr. Feelgood,5X0bLSho0KTiSQYCI0IOcl,0.53,0.952,2,-5.105,1,0.0577,0.0119,0.262,0.433,110.98,290187,4
Warrant,7HLvzuM9p11k9lUQfSM4Rq,50,Dirty Rotten Filthy Stinking Rich,Sometimes She Cries,0m5RdyFFcOKhut3sGkeWHG,0.442,0.523,11,-11.716,1,0.0273,6.18e-06,0.349,0.654,146.501,283933,4
Dio,4CYeVo5iZbtYGBN4Isc3n6,64,Holy Diver,Rainbow in the Dark,2PpNgmrS9mAyrkRAwn6YPq,0.512,0.947,9,-5.659,0,0.0401,0.114,0.0283,0.612,117.461,256933,4
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,11,Shout At The Devil,Shout At The Devil,1hqrYSqvNc9x3BETX1cZhk,0.489,0.953,0,-4.615,1,0.0858,0.00021,0.113,0.447,94.443,195853,4
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,5,Too Fast For Love,Live Wire,06EC9TibZK2mACTZ2usK1h,0.422,0.901,7,-6.655,0,0.0631,6.78e-06,0.56,0.673,112.445,194587,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,60,Folie à Deux,I Don't Care - Single Version,7ewT0nLFkMD8ONbRibePr9,0.55,0.938,11,-3.556,0,0.0522,2.18e-05,0.555,0.433,133.99,214493,4
Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,59,A Lesson In Romantics,Miserable At Best,1ONoPkp5XIuw3tZ1GzrNKZ,0.489,0.364,2,-10.672,1,0.03,0.0,0.108,0.377,135.352,316987,4
Simple Plan,2p4FqHnazRucYQHyDCdBrJ,58,Still Not Getting Any,Welcome to My Life,714Lw0m2SmCEhKSPw0Dn8J,0.421,0.858,1,-4.535,1,0.0963,0.0,0.067,0.491,173.255,206773,4
The Offspring,5LfGQac0EIXyAN8aUwmNAQ,79,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,0.55,0.917,0,-3.159,1,0.0638,0.0,0.197,0.601,126.115,177827,4
blink-182,6FBDaR13swtiWwGhX1WQsP,0,Enema Of The State,Adam's Song,43NhiKnrtGqztxDqXrcUux,0.514,0.771,0,-5.756,1,0.0364,0.0,0.262,0.359,136.058,249754,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,62,Take This to Your Grave,Grand Theft Autumn / Where Is Your Boy,3JOdLCIBzQYwHIvpN3isVf,0.628,0.886,2,-3.805,1,0.0608,0.0,0.275,0.72,135.45,191373,4
New Found Glory,4ghjRm4M2vChDfTUycx0Ce,0,Sticks and Stones,My Friends Over You,12mF5rnbbT7jNqiBv8NBFt,0.398,0.978,2,-4.001,1,0.133,0.0,0.0947,0.441,177.797,220200,4
Good Charlotte,5aYyPjAsLj7UzANzdupwnS,69,The Young and The Hopeless,Lifestyles of the Rich & Famous,2g2a5kDeZexbUTD8abcvm6,0.62,0.93,1,-3.685,1,0.0374,0.0,0.0686,0.609,106.22,190173,4
Good Charlotte,5aYyPjAsLj7UzANzdupwnS,62,The Young and The Hopeless,Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,0.663,0.72,3,-5.497,1,0.0331,0.0,0.358,0.608,135.342,183493,4
Jack's Mannequin,42aeGx2I3uXINpGqC8L0LD,53,Everything In Transit,Dark Blue - 2015 Remastered,3tZwKujD64Ad6vlDVxZOrg,0.323,0.936,3,-4.505,1,0.108,0.0,0.0972,0.326,163.124,251533,4
Story Of The Year,0KDuKk6YdEu3hR56HtXmxt,65,Page Avenue,Until the Day I Die,0DKNNR9iDjwfCEpMiFXMJq,0.597,0.931,11,-4.591,0,0.0984,0.0,0.0504,0.534,92.003,235200,4
New Found Glory,4ghjRm4M2vChDfTUycx0Ce,57,Catalyst,All Downhill From Here,5dpDrUG52yI3s1AQRlaypA,0.428,0.934,9,-4.061,1,0.0926,0.000431,0.108,0.724,167.988,192427,4
blink-182,6FBDaR13swtiWwGhX1WQsP,65,Dude Ranch,Dammit,6WkSUgo1VdpzgtiXKlFPcY,0.426,0.972,0,-5.122,1,0.0954,0.0,0.171,0.341,111.221,165373,4
SR-71,7fTcs8dn9y6XuB2IqZMzBq,63,Now You See Inside,Right Now,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,7.41e-06,0.324,0.731,116.273,167200,4
The Offspring,5LfGQac0EIXyAN8aUwmNAQ,78,Americana,The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,1,0.0337,3.81e-05,0.0579,0.766,99.607,180160,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,74,Fallen,My Immortal,4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.0,0.134,0.101,79.012,262533,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,66,The Open Door,Call Me When You're Sober,663Karu2rvKLdnY0eo1n3M,0.45,0.883,7,-4.094,1,0.0524,0.0,0.293,0.328,93.41,214707,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,65,Fallen,Everybody's Fool,0tWEB6BxbI48XN79QE1JbT,0.437,0.835,2,-5.076,0,0.0405,2.27e-05,0.245,0.296,95.111,195880,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,39,Imperfection,Imperfection,0GoAG2WNq3mtrOtz7LkgC4,0.528,0.832,5,-3.593,0,0.0612,4.38e-05,0.101,0.339,83.044,263036,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,63,The Open Door,Lithium,5YaLFRpqpUzgLLDcukNn0H,0.483,0.631,10,-3.826,0,0.0356,0.0,0.0974,0.212,117.988,224107,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,57,Fallen,Hello,0aYUqsvZG7bAslrUkd9Z0g,0.416,0.178,11,-11.428,0,0.031,0.000138,0.342,0.0699,139.969,220360,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,59,Fallen,Tourniquet,46fyLy4W9HhAkcb67kLaAV,0.204,0.898,4,-5.859,0,0.0938,0.0107,0.31,0.14,98.943,278067,4
Evanescence,5nGIFgo0shDenQYSE0Sn7c,55,Fallen,Haunted,6Z77oDcn6iI1MHFCBPjl24,0.364,0.861,4,-4.588,0,0.0617,0.00449,0.107,0.16,155.672,185440,4
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,9,"Girls, Girls, Girls","Girls, Girls, Girls",5xLyTbCFONUGUuG0LtUxjn,0.6,0.931,7,-4.647,1,0.0734,7.1e-05,0.392,0.542,140.123,270427,4
Green Day,7oPftvlwr6VrsViSDV7fJY,53,American Idiot (Deluxe),Whatsername,7HXtpmFjqt4Wv6T8y5lVz3,0.813,0.547,2,-5.936,1,0.0344,0.00335,0.0914,0.8,119.998,257213,4
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,48,Use Your Illusion I,Perfect Crime,0mFZA712n5Wjn1m99fsxFX,0.417,0.996,1,-5.275,1,0.132,0.955,0.877,0.175,113.404,143107,4
Real Life,1n0pe6Cx9pCNvXYkX9TTLX,58,Heartland,Send Me An Angel,3HCDGtLZabH3umLgwCBpDB,0.605,0.926,7,-4.831,0,0.0372,2.18e-05,0.0953,0.49,129.844,236547,4
John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,75,American Fool,Jack & Diane,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,6.63e-06,0.0799,0.626,103.965,254493,4
Motionless In White,6MwPCCR936cYfM1dLsGVnl,57,Graveyard Shift,Eternally Yours,11EVeW30HHEMZZsWgWzdfN,0.481,0.94,10,-3.288,0,0.0564,0.0,0.107,0.194,94.948,312352,4
Motionless In White,6MwPCCR936cYfM1dLsGVnl,50,Graveyard Shift,LOUD (Fuck It),0vGDRD1JCj2NhUm7jUWxjf,0.586,0.92,6,-3.969,0,0.104,1.22e-05,0.0119,0.706,93.038,224516,4
Motionless In White,6MwPCCR936cYfM1dLsGVnl,64,Graveyard Shift,Voices,0SnvI0twJ1Mnh0rJlBRrf0,0.499,0.937,6,-2.492,1,0.0605,6.11e-06,0.477,0.569,90.029,224000,4
Green Day,7oPftvlwr6VrsViSDV7fJY,56,Revolution Radio,Revolution Radio,3oqYMRKQcwyNmFn1VD2ukD,0.419,0.971,7,-3.622,1,0.0909,1.43e-05,0.171,0.677,180.033,180853,4
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,46,The Drug In Me Is You,Don't Mess With Ouija Boards,2lT3pVgAD7qvT98NhUg9Rj,0.363,0.943,5,-3.398,1,0.107,0.0,0.108,0.211,98.463,295880,4
The Charlie Daniels Band,12d4iIvTOk7JkI6ecvc3ca,0,The Essential Charlie Daniels Band,The Devil Went Down to Georgia,2eMw6fla3Qf4BdXT3vSONM,0.52,0.71,0,-6.522,1,0.0565,0.0,0.0851,0.901,135.013,215267,4
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,71,Antichrist Superstar,The Beautiful People,2aIB1CdRRG7YLBu9hNw9nR,0.621,0.834,10,-10.068,0,0.0557,0.456,0.0611,0.937,143.973,218827,4
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,77,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.169,0.349,0.619,112.937,146250,4
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,79,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.0032,0.116,0.197,82.433,482830,4
John Lennon,4x1nvY2FN8jxqAFA0DA02H,76,Imagine,Imagine - Remastered 2010,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.183,0.0935,0.169,75.752,187867,4
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,1,Physical Graffiti (1994 Remaster),Kashmir - 1990 Remaster,2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,2,-11.166,1,0.0427,4.22e-05,0.155,0.581,80.617,508200,3
a-ha,2jzc5TC5TVFLXQlBNiIUzE,84,Hunting High and Low,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.00125,0.0928,0.876,84.412,225280,4
Various Artists,0uAjBatvB4ubpd4kCfjmNt,48,Hits Of The 80s (100 Songs),I Ran,10zlwR7kvVbD9OBkeZWr3L,0.537,0.815,2,-6.208,1,0.0348,0.807,0.194,0.691,145.424,219907,4
Suicidal Tendencies,3WPKDlucMsXH6FC1XaclZC,52,Suicidal Tendencies,Subliminal,2zeAo1ddhjm1TioD77dDSV,0.467,0.885,9,-8.226,0,0.0446,0.0,0.364,0.452,94.397,188133,4
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,66,Minutes to Midnight,Shadow of the Day,0OYcEfskah1egYHjYRvbg1,0.534,0.393,11,-7.813,1,0.0292,0.0107,0.107,0.0641,110.007,290360,4
David Cook,4SQxI8xg6LcSWL3KuGVHLa,53,David Cook,The Time of My Life,6avyV3xlz2UFeiAUZ0SqyT,0.414,0.578,8,-6.383,1,0.0287,0.0,0.124,0.281,154.96,216147,3
Saving Abel,2AVVj8ezW2mJ0v8u7XydiF,70,Saving Abel,Addicted,3pxCXv0NACYfYnLjFcQW5D,0.512,0.864,7,-4.146,1,0.0338,0.0,0.0982,0.527,138.018,222827,4
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,76,Only By The Night,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0,-5.356,1,0.0432,0.000417,0.201,0.173,137.028,230760,4
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,Infinity On High (Deluxe Edition),"This Ain't A Scene, It's An Arms Race",2GD8Ia7rtJzfgTIy20TaRI,0.435,0.887,9,-4.07,1,0.0636,0.0,0.0327,0.408,199.935,212040,4
The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,76,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.0,0.0533,0.637,112.367,162373,4
Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,70,Surrealistic Pillow,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4,-9.302,1,0.031,0.0,0.321,0.654,132.411,174840,4
Boston,29kkCKKGXheHuoO829FxWK,78,Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.0023,0.0504,0.285,108.789,285133,4
Iggy Pop,33EUXrFKGjpUSGacqEHhU4,73,Lust For Life,The Passenger,15BQ7vEDv2LJuh8TxWIhtd,0.498,0.889,0,-5.413,1,0.0546,1.62e-06,0.733,0.696,134.88,283360,4
Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,69,Crystal Visions...The Very Best of Stevie Nicks,Edge of Seventeen,2id8E4WvczfKHB4LHI7Np3,0.59,0.828,0,-6.28,1,0.0439,5.57e-06,0.0868,0.636,111.353,329680,4
Iron Maiden,6mdiAmATAx73kdxrNrnlao,0,Powerslave (1998 Remastered Version),Aces High - 1998 Remastered Version,5uCo2wbScW9f1BnknpYYCi,0.301,0.968,2,-5.126,1,0.0606,0.0107,0.186,0.58,134.22,269173,4
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,6,Whitesnake (30th Anniversary Remaster),Still of the Night - 2017 Remastered Version,5PLPlz2rQlwMTFQqnQAPgu,0.403,0.88,0,-5.872,1,0.0532,0.000508,0.319,0.235,100.457,399693,4
Helloween,4pQN0GB0fNEEOfQCaWotsY,64,"Keeper of the Seven Keys, Pt. II (Expanded Edition)",I Want Out,5VZwMq6yaFb04PCTfdNY3K,0.477,0.859,0,-8.625,1,0.0387,0.000155,0.265,0.629,91.009,280213,4
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0,Use Your Illusion II,You Could Be Mine,47vDLYqhLl0CaAiqBfvtZE,0.351,0.984,1,-5.658,1,0.124,0.426,0.342,0.322,150.833,343640,4
Pantera,14pVkFUHDL207LzLHtSA18,73,Vulgar Display of Power,Walk,7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1,-8.008,0,0.0804,0.00221,0.0933,0.703,118.242,315120,4
Slipknot,05fG473iIaoy82BF1aGhL8,71,Slipknot (10th Anniversary Edition),Wait and Bleed,2gscB6kDOmrv1P6qs2KXE3,0.382,0.996,7,-4.119,1,0.104,0.0,0.417,0.327,93.345,147840,4
System Of A Down,5eAWCfyUhZtHHtBdNk56l1,82,Toxicity,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.0015,0.132,0.287,127.066,210240,4
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,73,One-X,Animal I Have Become,56sk7jBpZV0CD31G9hEU3b,0.553,0.853,8,-3.668,1,0.0339,0.0,0.126,0.506,122.023,231400,4
